tune,max_betx,min_betx,max_dx,min_dx,sigma_xMAX,sigma_yMAX,beta_x_at_teca,alpha_teca,gamma_teca,dx_at_teca,dpx_teca,EpsilonBetaTeca,D_xDeltaPTeca,beta_tpst,dispersion_tpst,dpx_tpst,EpsilonBetaTPST,D_xDeltaPTPST,beta_tcsm,dispersion_tcsm,EpsilonBetaTCSM,D_xDeltaPTCSM,mu_x_teca,mu_x_tpst,mu_x_tcsm,delta_mu_xtpst,delta_mu_x_tcsm,EasyDeltaXtpst,EasyDeltaXtcsm,ErrorEasyDeltaXtpst,ErrorEasyDeltaXtcsm,x_NONchanneledTPST,x_NONchanneledTCSM,delta_mu_TCSM_TPST,ratioDxBetaTECA,ratioDxBetaTPST,ratioDxBetaTCSM,Dx_BetaTECA,Dx_BetaTPST,Dx_BetaTCSM
16.3,112.67725626471528,43.60782347275187,12.22014704047278,0.1466677077610226,0.018401021244034643,0.0011486249763483054,79.48946773176645,-1.284526333187415,0.0333378493562724,5.030372847907656,0.08808539790291886,1.8645687218852865e-06,5.693546472517481e-05,67.99273427029016,4.482799005140746,0.085543763864893,1.5948921190873287e-06,4.521484557110443e-05,45.39825536592188,3.143976262989401,1.0648978965251113e-06,2.2240320170041796e-05,0.0,10.856548511239824,2.8218570678229074,68.21370609250447,17.73025086750576,0.010030829920108314,0.009405207512423483,0.002709934193070878,0.002165775650780197,-0.006626637487191361,0.0045198398016099775,-50.48345522499871,30.535460590375408,28.349783054278596,20.88493201330814,0.06328351404845756,0.06593055939360173,0.06925323974783007
16.4,113.35962007609285,42.87073052334877,12.376000637730037,-0.11196428821845623,0.018633697850376704,0.0011509604458216213,78.44118238201278,-1.277400303150598,0.033550635706540835,5.291854721545476,0.09317567684245194,1.8399792997827636e-06,6.300838438637207e-05,67.02276201552566,4.735821794143788,0.09088677773464289,1.57213967176395e-06,5.046301814824639e-05,45.02498470664637,3.310074738268681,1.056142160501929e-06,2.465233823908008e-05,0.0,10.923022259351768,2.8383010183495387,68.6313729699546,17.833571255846678,0.005866929799119229,0.008789554384001908,0.002461355884648468,0.0021991083399576293,-0.02894900225761416,-0.0007858762074715586,-50.79780171410792,34.24407241636421,32.09830465738873,23.34187494926262,0.06746270977627361,0.07065990197549224,0.07351639894682882
16.6,113.37458526047507,41.91425965016583,12.835478528723922,-0.7863387324735689,0.019320180147418924,0.0011434952670987542,80.33651809733773,-1.3190959943823848,0.03410670896983341,5.922829018880096,0.10553831977396964,1.884437814767318e-06,7.892978307049837e-05,68.62205887311207,5.311695247123337,0.10316813388175294,1.6096540618178331e-06,6.348173939620347e-05,44.1621590993416,3.6941275418181,1.035903030894835e-06,3.070480116424284e-05,0.0,11.05652419924064,2.8759881558628706,69.47019039714432,18.070366524540102,-0.00449245158949631,0.007282871673886858,0.0007966970722338062,0.002186579790401821,-0.0545513738296031,-0.011078108607296334,-51.39982387260422,41.88505582512112,39.438125807300196,29.640613308872535,0.07372523927043799,0.07740506965763161,0.08364916066509019
16.7,112.26480068234584,41.86475309366405,13.156296167066486,-1.211780342629649,0.019799522273205947,0.0011418699472489874,79.22502936471378,-1.3102328123014089,0.03429105731125498,6.308039881195171,0.11309150895307851,1.8583658434141832e-06,8.953057607118478e-05,67.71152442802376,5.650476558487625,0.11037089479292407,1.588295835439468e-06,7.183774201054087e-05,43.789046079314105,3.924917686724151,1.0271509925843127e-06,3.466120240701014e-05,0.0,11.123024907182124,2.8924171867823105,69.8880266681993,18.173593170224326,-0.008898970496017851,0.006412002887309873,-0.0003312818517838063,0.002140934631236673,-0.05342817370481747,-0.015928291309092506,-51.71443349797498,48.17704564925683,45.2294468118806,33.74499236943005,0.07962180553011854,0.08344925928368352,0.08963240897312622
16.8,111.94185536690203,41.530426841662596,13.562453240329685,-1.720148507274264,0.020406533085870968,0.0011425605190032392,78.5008066892556,-1.3060292870324905,0.03446732094482956,6.761528479525878,0.12196385056045113,1.841377895364309e-06,0.00010286610160373895,67.27194009511959,6.034343551081649,0.11841824184910166,1.5779845926905574e-06,8.192992970808158e-05,43.39767359809813,4.195949488082816,1.0179706457043409e-06,3.96134822397205e-05,0.0,11.18959780908617,2.909343102881082,70.3063165472991,18.279941837566682,-0.011744802418945292,0.005477163116043493,-0.0014040610963942995,0.0020696998689135144,-0.04285185527061094,-0.020498535716518836,-52.02637470973243,55.863656158089874,51.92061448989574,38.91416948699111,0.08613323562764519,0.08970075104938777,0.09668604651348638
16.9,112.28814605311766,40.9600894562065,14.110740774112529,-2.3688929419866254,0.02122602571351972,0.0011552663962040432,77.60242704048099,-1.2961550071675036,0.03453523175515336,7.334461652735988,0.13308720793529535,1.8203047816389039e-06,0.00012103723740477314,67.21721399463782,6.465268589928861,0.12693659990186318,1.5767008933761602e-06,9.404932036482163e-05,42.95288979131836,4.540827816064934,1.0075374399251659e-06,4.639301382408534e-05,0.0,11.256247110910415,2.926252935268218,70.72508646125499,18.386189447968402,-0.012557191274129988,0.004490077272023656,-0.0022354275205216604,0.001973761477186765,-0.02480828693974821,-0.024731307524936838,-52.338897013286584,66.49284154261122,59.649436846221086,46.04594527775677,0.09451330238563281,0.09618471527910427,0.10571646839423424
17.1,111.17505445148021,40.34268461080171,15.463213962764529,-3.9243384939262405,0.023250497895834107,0.0011424764558795324,78.61312733666138,-1.3447172904343654,0.03572259095057655,8.355021806237144,0.15358860644013494,1.8440125785739315e-06,0.00015706437611107092,64.72200407389218,7.756367262372371,0.15826200100183196,1.5181712478077712e-06,0.00013536277449480424,42.60436814916077,5.117775684643577,9.993622367012619e-07,5.893116290624034e-05,0.0,11.388954073789604,2.9615749668860003,71.55890890057793,18.608124318048986,-0.00797403597102564,0.002407634876149843,-0.0026626006273316478,0.0017127171490436154,0.01981177708067719,-0.031983252735581336,-52.950784582528954,85.17532794301044,89.16172973916292,58.96877102417125,0.10628023702016957,0.1198412715019924,0.12012326216705994
17.2,110.20003915428654,40.27305248438924,16.336164450001345,-4.901830876322121,0.024556476073572375,0.0011380300251788236,77.81901711879381,-1.3364055060522628,0.03580075641862575,9.320992098406988,0.17236417925923977,1.8253852922652367e-06,0.00019548201082177238,64.74967511015986,8.538384763075559,0.17427749220565408,1.518820321832282e-06,0.00016403403231522197,42.17821624934302,5.692965429425385,9.893660758783781e-07,7.292217460642326e-05,0.0,11.455547747262827,2.978579731206543,71.977329291296,18.714968403379874,-0.0034050484036442876,0.0013376087313144245,-0.0021832012122549945,0.0015508246243081613,0.03839364271184033,-0.0349153056427053,-53.262360887916124,107.09082167479629,108.00094649598432,73.70595817294581,0.11977781837282941,0.13186760780728307,0.13497406803005946
17.3,109.7473494486843,40.003772093013154,17.563450792238616,-6.228491760744173,0.026393485159120853,0.0011368640826672802,77.37246779720198,-1.3366325227557339,0.03601522066211165,10.483207159111288,0.19501162392858104,1.8149106731543267e-06,0.00024726967276689487,64.52743749468671,9.559120809363174,0.19598525537795158,1.5136073380438396e-06,0.00020559777895800017,41.83904260991032,6.379400808798286,9.814101469053946e-07,9.15676980284165e-05,0.0,11.52199981340099,2.9957379999441476,72.39485993688703,18.822776985408627,0.001694063316819532,0.00026507865220076857,-0.0013253841421516225,0.001370538445941298,0.04989598812662542,-0.03733879590711187,-53.57208295147841,136.24343964936773,135.83296921889348,93.30217169360833,0.13549014859637698,0.14814040632173386,0.1524748275976853
17.4,109.92776751389991,39.61095727792478,19.25239234490776,-8.014793598739342,0.028922343762100337,0.0011415398981815985,77.15151432831266,-1.3429079822688883,0.036336316574575894,12.002550817143259,0.22459092088642837,1.8097278113383022e-06,0.0003241377587657392,64.30054006772659,10.917639190996516,0.22505361194024723,1.5082850499790395e-06,0.00026818840238576196,41.61379922586886,7.274924318574382,9.761266573981744e-07,0.00011908017864221614,0.0,11.588105891935392,3.0128868556667645,72.81021667824965,18.93052642371992,0.006443181954827443,-0.0007974295650515806,-0.00023765468375332212,0.001174043048285083,0.052346195622928415,-0.03922767820149057,-53.879690254529734,179.10856910909592,177.81015756238446,121.99254854858638,0.15557116307616825,0.1697907852639677,0.1748199985078985
17.6,109.58476369505092,38.969266688206645,25.321032571031896,-14.275440963561865,0.03801512563902511,0.0011338940471069673,75.47134463487339,-1.317807249004736,0.03626033110671397,17.245239376037244,0.32635787054233717,1.770316403170142e-06,0.0006691461325578572,63.25037100348325,15.641164579547183,0.3261026649273261,1.4836514419583238e-06,0.0005504535661600832,40.272479380461576,10.36066723485012,9.446635830921558e-07,0.00024152270749041782,0.0,11.723273838144491,3.0479050772237026,73.6595019318723,19.15055239889003,0.011852760524171793,-0.0028439909135781604,0.0018655655411418616,0.0007420498031599921,0.03041085244682032,-0.04133494306762049,-54.50894953298227,377.98109499499833,371.0127261653318,255.67060254386487,0.22850049193463895,0.24728968907843735,0.2572642011178645
17.7,109.22152339972536,38.69877627948472,31.46728117840439,-20.518542408535684,0.04722774136044779,0.0011334488336620803,75.26795850458777,-1.323471216776044,0.03655707044939909,22.44388490367822,0.42692838249528925,1.7655456149409951e-06,0.001133387931531499,62.95151362395662,20.33555143378557,0.42624092756731313,1.476641203519562e-06,0.0009304529672613115,40.02121148902105,13.415190414380254,9.387696418624192e-07,0.0004049265011716796,0.0,11.789353152724454,3.0652201056055604,74.07469051034963,19.259345930812316,0.011612980481172635,-0.003804845281068113,0.0025152747874393963,0.0005117743530389723,0.010126952155401658,-0.04153875296892397,-54.8153445795373,641.9476913766271,630.1144550508171,431.3374475641846,0.29818644413359785,0.32303514662508037,0.33520200701721437
17.8,109.29907326745418,38.278038992782626,43.80299881880136,-32.95939139671791,0.0657236564008941,0.0011361512522184908,74.85627205069457,-1.3221308337710513,0.03671075070031673,32.778359091060956,0.6261105830871025,1.7558887672219563e-06,0.0024174468555807115,62.54384010146226,29.674802628732543,0.6246835917663391,1.4670784863386037e-06,0.0019813362998720215,39.611098636445824,19.469027551750766,9.29149705798244e-07,0.0008528468260743686,0.0,11.85574878672588,3.0827967926569717,74.49186658236825,19.369783512642638,0.009372928176176978,-0.0047097300073360975,0.002727090235833842,0.0002756309887374305,-0.011768175674493078,-0.04117902786180774,-55.12208306972561,1376.7653741560325,1350.5319029091988,917.8788097895133,0.4378839366841915,0.4744640332380031,0.4915043566561793
17.9,110.26015706083467,37.558806415380914,80.59113442584065,-69.857668152336,0.12089700157607343,0.001157199687934863,74.11517071362698,-1.308062479263717,0.036578576606571676,63.43948261328131,1.2120901464429186,1.7385048997452419e-06,0.009055277897041848,61.924893145162336,57.41066160852006,1.208582409475377,1.4525599700099085e-06,0.007415964149237998,38.9186973174035,37.26904851979508,9.129081850116794e-07,0.003125209449534389,0.0,11.922177994924693,3.1011790297705697,74.90925360729061,19.485282514787887,0.0055369630955736816,-0.0055487426725376165,0.0024634394278091813,3.647292705010662e-05,-0.03134113799169202,-0.04026740158459218,-55.42397109250272,5208.658254784784,5105.444389457745,3423.3557118281356,0.8559581257446551,0.9271015046233482,0.9576129492681982
